"iban","amount","currency","cdtDbtInd","status","bookingDate","counterparty","code","subcode","balanceamount","balancecurrency","balancecdtDbtInd","type"
"IE83ULSB98601000000000","70.1","EUR","DBIT","INTERIMBOOKED","2006-12-01T00:00:00Z","98501013527098EUR","1855","","22935.5","","CRDT",""
"IE83ULSB98601000000000","126.91","EUR","DBIT","INTERIMBOOKED","2006-12-01T00:00:00Z","98501013527098EUR","1855","","22808.59","","CRDT",""
"IE83ULSB98601000000000","21.45","EUR","DBIT","INTERIMBOOKED","2006-12-04T00:00:00Z","98501013527098EUR","1855","","22787.14","","CRDT",""
"IE83ULSB98601000000000","29.97","EUR","DBIT","INTERIMBOOKED","2006-12-04T00:00:00Z","98501013527098EUR","1855","","22757.17","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2006-12-06T00:00:00Z","98501013527098EUR","1855","","22357.17","","CRDT",""
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2006-12-08T00:00:00Z","98501013527098EUR","1855","","22350.82","","CRDT",""
"IE83ULSB98601000000000","25","EUR","DBIT","INTERIMBOOKED","2006-12-08T00:00:00Z","98501013527098EUR","1855","","22325.82","","CRDT",""
"IE83ULSB98601000000000","322.5","EUR","DBIT","INTERIMBOOKED","2006-12-11T00:00:00Z","98501013527098EUR","1855","","22003.32","","CRDT",""
"IE83ULSB98601000000000","2964.01","EUR","DBIT","INTERIMBOOKED","2006-12-11T00:00:00Z","98501013527098EUR","1855","","19039.31","","CRDT",""
"IE83ULSB98601000000000","107.99","EUR","DBIT","INTERIMBOOKED","2006-12-12T00:00:00Z","98501013527098EUR","1855","","18931.32","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2006-12-13T00:00:00Z","98501013527098EUR","1855","","18531.32","","CRDT",""
"IE83ULSB98601000000000","73.95","EUR","DBIT","INTERIMBOOKED","2006-12-18T00:00:00Z","98501013527098EUR","1855","","18457.37","","CRDT",""
"IE83ULSB98601000000000","500","EUR","DBIT","INTERIMBOOKED","2006-12-18T00:00:00Z","98501013527098EUR","1855","","17957.37","","CRDT",""
"IE83ULSB98601000000000","438","EUR","DBIT","INTERIMBOOKED","2006-12-19T00:00:00Z","98501013527098EUR","1855","","17519.37","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2006-12-19T00:00:00Z","98501013527098EUR","1855","","17119.37","","CRDT",""
"IE83ULSB98601000000000","762.52","EUR","DBIT","INTERIMBOOKED","2006-12-19T00:00:00Z","98501013527098EUR","1855","","16356.85","","CRDT",""
"IE83ULSB98601000000000","10606.71","EUR","CRDT","INTERIMBOOKED","2006-12-21T00:00:00Z","98501013527098EUR","1855","","26963.56","","CRDT",""
"IE83ULSB98601000000000","48.61","EUR","DBIT","INTERIMBOOKED","2006-12-21T00:00:00Z","98501013527098EUR","1855","","26914.95","","CRDT",""
"IE83ULSB98601000000000","3248.46","EUR","DBIT","INTERIMBOOKED","2006-12-22T00:00:00Z","98501013527098EUR","1855","","23666.49","","CRDT",""
"IE83ULSB98601000000000","2000","EUR","DBIT","INTERIMBOOKED","2006-12-22T00:00:00Z","98501013527098EUR","1855","","21666.49","","CRDT",""
"IE83ULSB98601000000000","401.93","EUR","DBIT","INTERIMBOOKED","2006-12-22T00:00:00Z","98501013527098EUR","1855","","21264.56","","CRDT",""
"IE83ULSB98601000000000","3234.27","EUR","DBIT","INTERIMBOOKED","2006-12-22T00:00:00Z","98501013527098EUR","1855","","18030.29","","CRDT",""
"IE83ULSB98601000000000","75","EUR","DBIT","INTERIMBOOKED","2006-12-28T00:00:00Z","98501013527098EUR","1855","","17955.29","","CRDT",""
"IE83ULSB98601000000000","76","EUR","DBIT","INTERIMBOOKED","2006-12-28T00:00:00Z","98501013527098EUR","1855","","17879.29","","CRDT",""
"IE83ULSB98601000000000","848.04","EUR","DBIT","INTERIMBOOKED","2006-12-28T00:00:00Z","98501013527098EUR","1855","","17031.25","","CRDT",""
"IE83ULSB98601000000000","962.64","EUR","DBIT","INTERIMBOOKED","2006-12-28T00:00:00Z","98501013527098EUR","1855","","16068.61","","CRDT",""
"IE83ULSB98601000000000","110","EUR","DBIT","INTERIMBOOKED","2006-12-29T00:00:00Z","98501013527098EUR","1855","","15958.61","","CRDT",""
"IE83ULSB98601000000000","164.78","EUR","DBIT","INTERIMBOOKED","2006-12-29T00:00:00Z","98501013527098EUR","1855","","15793.83","","CRDT",""
"IE83ULSB98601000000000","60","EUR","DBIT","INTERIMBOOKED","2006-12-29T00:00:00Z","98501013527098EUR","1855","","15733.83","","CRDT",""
"IE83ULSB98601000000000","7.15","EUR","DBIT","INTERIMBOOKED","2006-12-29T00:00:00Z","98501013527098EUR","1855","","15726.68","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2006-12-29T00:00:00Z","98501013527098EUR","1855","","15326.68","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2007-01-02T00:00:00Z","98501013527098EUR","1855","","14926.68","","CRDT",""
"IE83ULSB98601000000000","3920.57","EUR","DBIT","INTERIMBOOKED","2007-01-02T00:00:00Z","98501013527098EUR","1855","","11006.11","","CRDT",""
"IE83ULSB98601000000000","70.1","EUR","DBIT","INTERIMBOOKED","2007-01-02T00:00:00Z","98501013527098EUR","1855","","10936.01","","CRDT",""
"IE83ULSB98601000000000","129.55","EUR","DBIT","INTERIMBOOKED","2007-01-02T00:00:00Z","98501013527098EUR","1855","","10806.46","","CRDT",""
"IE83ULSB98601000000000","136.42","EUR","DBIT","INTERIMBOOKED","2007-01-02T00:00:00Z","98501013527098EUR","1855","","10670.04","","CRDT",""
"IE83ULSB98601000000000","64.61","EUR","DBIT","INTERIMBOOKED","2007-01-02T00:00:00Z","98501013527098EUR","1855","","10605.43","","CRDT",""
"IE83ULSB98601000000000","20","EUR","DBIT","INTERIMBOOKED","2007-01-03T00:00:00Z","98501013527098EUR","1855","","10585.43","","CRDT",""
"IE83ULSB98601000000000","29.97","EUR","DBIT","INTERIMBOOKED","2007-01-05T00:00:00Z","98501013527098EUR","1855","","10555.46","","CRDT",""
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2007-01-08T00:00:00Z","98501013527098EUR","1855","","10549.11","","CRDT",""
"IE83ULSB98601000000000","1436.77","EUR","DBIT","INTERIMBOOKED","2007-01-08T00:00:00Z","98501013527098EUR","1855","","9112.34","","CRDT",""
"IE83ULSB98601000000000","5002.68","EUR","DBIT","INTERIMBOOKED","2007-01-11T00:00:00Z","98501013527098EUR","1855","","4109.66","","CRDT",""
"IE83ULSB98601000000000","3612","EUR","DBIT","INTERIMBOOKED","2007-01-11T00:00:00Z","98501013527098EUR","1855","","497.66","","CRDT",""
"IE83ULSB98601000000000","154.11","EUR","DBIT","INTERIMBOOKED","2007-01-16T00:00:00Z","98501013527098EUR","1855","","343.55","","CRDT",""
"IE83ULSB98601000000000","48.61","EUR","DBIT","INTERIMBOOKED","2007-01-22T00:00:00Z","98501013527098EUR","1855","","294.94","","CRDT",""
"IE83ULSB98601000000000","1458","EUR","DBIT","INTERIMBOOKED","2007-01-22T00:00:00Z","98501013527098EUR","1855","","1163.06","","DBIT",""
"IE83ULSB98601000000000","2000","EUR","DBIT","INTERIMBOOKED","2007-01-22T00:00:00Z","98501013527098EUR","1855","","3163.06","","DBIT",""
"IE83ULSB98601000000000","29.4","EUR","DBIT","INTERIMBOOKED","2007-01-22T00:00:00Z","98501013527098EUR","1855","","3192.46","","DBIT",""
"IE83ULSB98601000000000","233.6","EUR","DBIT","INTERIMBOOKED","2007-01-23T00:00:00Z","98501013527098EUR","1855","","3426.06","","DBIT",""
"IE83ULSB98601000000000","2268.48","EUR","DBIT","INTERIMBOOKED","2007-01-25T00:00:00Z","98501013527098EUR","1855","","5694.54","","DBIT",""
"IE83ULSB98601000000000","10606.71","EUR","CRDT","INTERIMBOOKED","2007-01-29T00:00:00Z","98501013527098EUR","1855","","4912.17","","CRDT",""
"IE83ULSB98601000000000","10000","EUR","CRDT","INTERIMBOOKED","2007-01-29T00:00:00Z","98501013527098EUR","1855","","14912.17","","CRDT",""
"IE83ULSB98601000000000","7.15","EUR","DBIT","INTERIMBOOKED","2007-01-29T00:00:00Z","98501013527098EUR","1855","","14905.02","","CRDT",""
"IE83ULSB98601000000000","129.55","EUR","DBIT","INTERIMBOOKED","2007-01-29T00:00:00Z","98501013527098EUR","1855","","14775.47","","CRDT",""
"IE83ULSB98601000000000","848.04","EUR","DBIT","INTERIMBOOKED","2007-01-29T00:00:00Z","98501013527098EUR","1855","","13927.43","","CRDT",""
"IE83ULSB98601000000000","962.64","EUR","DBIT","INTERIMBOOKED","2007-01-29T00:00:00Z","98501013527098EUR","1855","","12964.79","","CRDT",""
"IE83ULSB98601000000000","67.5","EUR","DBIT","INTERIMBOOKED","2007-01-30T00:00:00Z","98501013527098EUR","1855","","12897.29","","CRDT",""
"IE83ULSB98601000000000","95.7","EUR","DBIT","INTERIMBOOKED","2007-01-30T00:00:00Z","98501013527098EUR","1855","","12801.59","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2007-01-31T00:00:00Z","98501013527098EUR","1855","","12401.59","","CRDT",""
"IE83ULSB98601000000000","500","EUR","DBIT","INTERIMBOOKED","2007-01-31T00:00:00Z","98501013527098EUR","1855","","11901.59","","CRDT",""
"IE83ULSB98601000000000","4153.82","EUR","DBIT","INTERIMBOOKED","2007-02-01T00:00:00Z","98501013527098EUR","1855","","7747.77","","CRDT",""
"IE83ULSB98601000000000","70.1","EUR","DBIT","INTERIMBOOKED","2007-02-01T00:00:00Z","98501013527098EUR","1855","","7677.67","","CRDT",""
"IE83ULSB98601000000000","136.42","EUR","DBIT","INTERIMBOOKED","2007-02-01T00:00:00Z","98501013527098EUR","1855","","7541.25","","CRDT",""
"IE83ULSB98601000000000","55.35","EUR","DBIT","INTERIMBOOKED","2007-02-01T00:00:00Z","98501013527098EUR","1855","","7485.9","","CRDT",""
"IE83ULSB98601000000000","30146.66","EUR","DBIT","INTERIMBOOKED","2007-02-05T00:00:00Z","98501013527098EUR","1855","","22660.76","","DBIT",""
"IE83ULSB98601000000000","29.97","EUR","DBIT","INTERIMBOOKED","2007-02-06T00:00:00Z","98501013527098EUR","1855","","22690.73","","DBIT",""
"IE83ULSB98601000000000","60","EUR","DBIT","INTERIMBOOKED","2007-02-07T00:00:00Z","98501013527098EUR","1855","","22750.73","","DBIT",""
"IE83ULSB98601000000000","18.85","EUR","DBIT","INTERIMBOOKED","2007-02-07T00:00:00Z","98501013527098EUR","1855","","22769.58","","DBIT",""
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2007-02-08T00:00:00Z","98501013527098EUR","1855","","22775.93","","DBIT",""
"IE83ULSB98601000000000","100","EUR","DBIT","INTERIMBOOKED","2007-02-09T00:00:00Z","98501013527098EUR","1855","","22875.93","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2007-02-12T00:00:00Z","98501013527098EUR","1855","","23275.93","","DBIT",""
"IE83ULSB98601000000000","57.5","EUR","DBIT","INTERIMBOOKED","2007-02-13T00:00:00Z","98501013527098EUR","1855","","23333.43","","DBIT",""
"IE83ULSB98601000000000","150","EUR","DBIT","INTERIMBOOKED","2007-02-16T00:00:00Z","98501013527098EUR","1855","","23483.43","","DBIT",""
"IE83ULSB98601000000000","119.65","EUR","DBIT","INTERIMBOOKED","2007-02-19T00:00:00Z","98501013527098EUR","1855","","23603.08","","DBIT",""
"IE83ULSB98601000000000","180","EUR","DBIT","INTERIMBOOKED","2007-02-19T00:00:00Z","98501013527098EUR","1855","","23783.08","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2007-02-19T00:00:00Z","98501013527098EUR","1855","","24183.08","","DBIT",""
"IE83ULSB98601000000000","179","EUR","DBIT","INTERIMBOOKED","2007-02-20T00:00:00Z","98501013527098EUR","1855","","24362.08","","DBIT",""
"IE83ULSB98601000000000","302.1","EUR","DBIT","INTERIMBOOKED","2007-02-20T00:00:00Z","98501013527098EUR","1855","","24664.18","","DBIT",""
"IE83ULSB98601000000000","48.61","EUR","DBIT","INTERIMBOOKED","2007-02-21T00:00:00Z","98501013527098EUR","1855","","24712.79","","DBIT",""
"IE83ULSB98601000000000","620.87","EUR","DBIT","INTERIMBOOKED","2007-02-21T00:00:00Z","98501013527098EUR","1855","","25333.66","","DBIT",""
"IE83ULSB98601000000000","534.99","EUR","DBIT","INTERIMBOOKED","2007-02-22T00:00:00Z","98501013527098EUR","1855","","25868.65","","DBIT",""
"IE83ULSB98601000000000","453.15","EUR","DBIT","INTERIMBOOKED","2007-02-22T00:00:00Z","98501013527098EUR","1855","","26321.8","","DBIT",""
"IE83ULSB98601000000000","52.35","EUR","DBIT","INTERIMBOOKED","2007-02-27T00:00:00Z","98501013527098EUR","1855","","26374.15","","DBIT",""
"IE83ULSB98601000000000","12439.61","EUR","CRDT","INTERIMBOOKED","2007-02-28T00:00:00Z","98501013527098EUR","1855","","13934.54","","DBIT",""
"IE83ULSB98601000000000","300","EUR","DBIT","INTERIMBOOKED","2007-02-28T00:00:00Z","98501013527098EUR","1855","","14234.54","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2007-02-28T00:00:00Z","98501013527098EUR","1855","","14634.54","","DBIT",""
"IE83ULSB98601000000000","129.55","EUR","DBIT","INTERIMBOOKED","2007-02-28T00:00:00Z","98501013527098EUR","1855","","14764.09","","DBIT",""
"IE83ULSB98601000000000","848.04","EUR","DBIT","INTERIMBOOKED","2007-02-28T00:00:00Z","98501013527098EUR","1855","","15612.13","","DBIT",""
"IE83ULSB98601000000000","962.64","EUR","DBIT","INTERIMBOOKED","2007-02-28T00:00:00Z","98501013527098EUR","1855","","16574.77","","DBIT",""
"IE83ULSB98601000000000","7.15","EUR","DBIT","INTERIMBOOKED","2007-03-01T00:00:00Z","98501013527098EUR","1855","","16581.92","","DBIT",""
"IE83ULSB98601000000000","4055.89","EUR","DBIT","INTERIMBOOKED","2007-03-01T00:00:00Z","98501013527098EUR","1855","","20637.81","","DBIT",""
"IE83ULSB98601000000000","70.1","EUR","DBIT","INTERIMBOOKED","2007-03-01T00:00:00Z","98501013527098EUR","1855","","20707.91","","DBIT",""
"IE83ULSB98601000000000","136.42","EUR","DBIT","INTERIMBOOKED","2007-03-01T00:00:00Z","98501013527098EUR","1855","","20844.33","","DBIT",""
"IE83ULSB98601000000000","3916.24","EUR","DBIT","INTERIMBOOKED","2007-03-02T00:00:00Z","98501013527098EUR","1855","","24760.57","","DBIT",""
"IE83ULSB98601000000000","3559.31","EUR","DBIT","INTERIMBOOKED","2007-03-02T00:00:00Z","98501013527098EUR","1855","","28319.88","","DBIT",""
"IE83ULSB98601000000000","52.98","EUR","DBIT","INTERIMBOOKED","2007-03-02T00:00:00Z","98501013527098EUR","1855","","28372.86","","DBIT",""
"IE83ULSB98601000000000","200","EUR","DBIT","INTERIMBOOKED","2007-03-05T00:00:00Z","98501013527098EUR","1855","","28572.86","","DBIT",""
"IE83ULSB98601000000000","60","EUR","DBIT","INTERIMBOOKED","2007-03-06T00:00:00Z","98501013527098EUR","1855","","28632.86","","DBIT",""
"IE83ULSB98601000000000","29.97","EUR","DBIT","INTERIMBOOKED","2007-03-06T00:00:00Z","98501013527098EUR","1855","","28662.83","","DBIT",""
"IE83ULSB98601000000000","423","EUR","DBIT","INTERIMBOOKED","2007-03-07T00:00:00Z","98501013527098EUR","1855","","29085.83","","DBIT",""
"IE83ULSB98601000000000","60518.44","EUR","CRDT","INTERIMBOOKED","2007-03-08T00:00:00Z","98501013527098EUR","1855","","31432.61","","CRDT",""
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2007-03-08T00:00:00Z","98501013527098EUR","1855","","31426.26","","CRDT",""
"IE83ULSB98601000000000","107.8","EUR","DBIT","INTERIMBOOKED","2007-03-09T00:00:00Z","98501013527098EUR","1855","","31318.46","","CRDT",""
"IE83ULSB98601000000000","17.99","EUR","DBIT","INTERIMBOOKED","2007-03-12T00:00:00Z","98501013527098EUR","1855","","31300.47","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2007-03-12T00:00:00Z","98501013527098EUR","1855","","30900.47","","CRDT",""
"IE83ULSB98601000000000","599","EUR","DBIT","INTERIMBOOKED","2007-03-13T00:00:00Z","98501013527098EUR","1855","","30301.47","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2007-03-20T00:00:00Z","98501013527098EUR","1855","","29901.47","","CRDT",""
"IE83ULSB98601000000000","2000","EUR","DBIT","INTERIMBOOKED","2007-03-20T00:00:00Z","98501013527098EUR","1855","","27901.47","","CRDT",""
"IE83ULSB98601000000000","25000","EUR","DBIT","INTERIMBOOKED","2007-03-20T00:00:00Z","98501013527098EUR","1855","","2901.47","","CRDT",""
